local url;name;min price;max price;rating;latitude;longitude;category;time duration
/Restaurant_Review-g303506-d12613581-Reviews-Los_Cabrones-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Los Cabrones;8.0;73.0;4.0;-22.83077;-43.31882;restaurant;1.0
/Hotel_Review-g303506-d1164928-Reviews-Windsor_Excelsior_Hotel-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Windsor Excelsior Hotel;383.0;723.0;4.0;-22.967838;-43.17988;hotels;0.0
/Restaurant_Review-g303506-d2352748-Reviews-Cugine_Pizzaria_Restarante-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Cugine Restaurante;13.0;72.0;4.5;-23.01995;-43.45242;restaurant;1.0
/Restaurant_Review-g303506-d5393157-Reviews-Katsuo_Culinaria-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Katsuo Culinaria: FECHADO;72.0;72.0;4.0;-22.92269;-43.54578;restaurant;1.0
/Hotel_Review-g303506-d6436460-Reviews-OYO_Pousada_Cascata-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;OYO Pousada Cascata;98.0;704.0;4.5;-22.36686;-42.25572;hotels;0.0
/Hotel_Review-g303506-d597220-Reviews-Villa_Del_Sol-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Villa Del Sol;277.0;700.0;3.5;-23.030766;-43476;hotels;0.0
/Restaurant_Review-g303506-d6894315-Reviews-Emporio_Jardim_at_IMS-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Emporio Jardim no IMS;10.0;70.0;4.0;-22.981644;-43.23983;restaurant;1.0
/Restaurant_Review-g303506-d6007335-Reviews-Balada_Mix_Ipanema-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Balada Mix Ipanema - Anibal de Mendonca: FECHADO;20.0;70.0;4.0;-22.985224;-43.21143;restaurant;1.0
/Restaurant_Review-g303506-d5390432-Reviews-Rei_dos_Assados-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Rei dos Assados;19.0;70.0;3.5;-23.002327;-43.35045;restaurant;1.0
/Restaurant_Review-g303506-d16431014-Reviews-Ono_Poke_Hawaiian_Food_Barra_da_Tijuca-Rio_de_Janeiro_State_of_Rio_de_Janeiro.html;Ono Poke Hawaiian Food - Barra da Tijuca;30.0;70.0;4.0;-23.013521;-43.305958;restaurant;1.0
