its	500	10000	24.456787109375	27.0	[612 612 612]	0.25	20
its	500	10000	25.369999885559082	16.0	[200 200 200]	0.25	20
its	500	10000	25.991403102874756	37.0	[ 376 1298 1122  376  376]	0.25	20
its	500	10000	24.425573110580444	31.0	[381 381 381]	0.25	20
its	500	10000	25.134685277938843	30.5	[503 503 503]	0.25	20
its	500	10000	26.055194854736328	34.0	[233 233 233]	0.25	20
its	500	10000	25.38405132293701	38.5	[594 594 594]	0.25	20
its	500	10000	24.615622520446777	29.0	[347 347 347]	0.25	20
its	500	10000	26.546429872512817	35.5	[78 78 78]	0.25	20
its	500	10000	26.11196780204773	36.0	[378 378 378]	0.25	20
its	500	10000	24.970329523086548	37.5	[613 613 613]	0.25	20
its	500	10000	25.192902326583862	39.5	[391 391 391]	0.25	20
its	500	10000	24.90799903869629	39.0	[194 194 194]	0.25	20
its	500	10000	24.772501230239868	29.5	[378 378 378]	0.25	20
its	500	10000	25.53564167022705	34.5	[ 548  548 2057 1095 2010  763  548]	0.25	20
its	500	10000	26.18047595024109	38.5	[286 286 286]	0.25	20
its	500	10000	24.335339069366455	29.5	[79 79 79]	0.25	20
its	500	10000	25.871272325515747	38.0	[ 120  120 2076 1106 1486  906 1855  740 1546  120]	0.25	20
its	500	10000	24.589064121246338	28.0	[91 91 91]	0.25	20
its	500	10000	26.27367329597473	26.5	[ 143  975 1634  143  143]	0.25	20
its	500	10000	27.060696363449097	32.5	[311 311 311]	0.25	20
its	500	10000	25.87309694290161	36.5	[ 233 2060  233  233]	0.25	20
its	500	10000	24.246671199798584	30.0	[616 616 616]	0.25	20
its	500	10000	25.358482837677002	29.0	[379 379 379]	0.25	20
its	500	10000	25.07665729522705	36.5	[411 411 411]	0.25	20
its	500	10000	24.20077395439148	35.5	[  43 1194 2138 2045   43   43]	0.25	20
its	500	10000	24.868090629577637	39.0	[247 247 247]	0.25	20
its	500	10000	26.03631043434143	40.5	[ 516  516 2142 1390 1726 1167 1690 1039 1212  516]	0.25	20
its	500	10000	24.973246574401855	31.0	[237 237 237]	0.25	20
its	500	10000	26.066169500350952	31.0	[148 148 148]	0.25	20
its	500	10000	25.196593761444092	32.5	[ 144 2033  144  144]	0.25	20
its	500	10000	24.880945682525635	34.5	[542 542 542]	0.25	20
its	500	10000	24.54464602470398	33.0	[53 53 53]	0.25	20
its	500	10000	24.659985303878784	33.5	[486 486 486]	0.25	20
its	500	10000	25.70377826690674	38.0	[251 251 251]	0.25	20
its	500	10000	24.25952911376953	16.0	[435 435 435]	0.25	20
its	500	10000	24.983481884002686	33.0	[162 162 162]	0.25	20
its	500	10000	24.599587440490723	35.5	[355 355 355]	0.25	20
its	500	10000	25.184982299804688	34.5	[533 533 533]	0.25	20
its	500	10000	25.7363338470459	38.0	[246 246 246]	0.25	20
its	500	10000	25.976639986038208	30.5	[ 471  471 1967  739 1456  471]	0.25	20
its	500	10000	27.005014896392822	40.0	[247 247 247]	0.25	20
its	500	10000	24.416200160980225	34.5	[364 364 364]	0.25	20
its	500	10000	25.175567150115967	37.5	[94 94 94]	0.25	20
its	500	10000	25.236032009124756	35.5	[148 148 148]	0.25	20
its	500	10000	24.245978832244873	37.0	[404 404 404]	0.25	20
its	500	10000	25.334884881973267	37.5	[313 313 313]	0.25	20
its	500	10000	25.1022686958313	31.5	[261 261 261]	0.25	20
its	500	10000	24.950068712234497	24.0	[75 75 75]	0.25	20
its	500	10000	25.441404342651367	30.0	[27 27 27]	0.25	20
its	500	10000	24.718886137008667	20.0	[236 236 236]	0.25	20
its	500	10000	23.974066257476807	26.0	[477 477 477]	0.25	20
its	500	10000	24.887850284576416	39.0	[594 594 594]	0.25	20
its	500	10000	25.955743551254272	35.0	[88 88 88]	0.25	20
its	500	10000	26.30127477645874	30.0	[388 388 388]	0.25	20
its	500	10000	25.878224849700928	33.5	[234 234 234]	0.25	20
its	500	10000	24.4711651802063	25.0	[37 37 37]	0.25	20
its	500	10000	26.030954360961914	34.0	[438 438 438]	0.25	20
its	500	10000	25.261704444885254	30.5	[219 219 219]	0.25	20
its	500	10000	26.801636457443237	37.0	[ 592  592  910 1069  592]	0.25	20
its	500	10000	24.912543773651123	33.5	[475 475 475]	0.25	20
its	500	10000	24.806984663009644	34.5	[316 316 316]	0.25	20
its	500	10000	25.139256954193115	35.5	[471 471 471]	0.25	20
its	500	10000	25.902690649032593	28.5	[88 88 88]	0.25	20
its	500	10000	25.265562772750854	35.0	[256 256 256]	0.25	20
its	500	10000	24.36808753013611	21.5	[69 69 69]	0.25	20
its	500	10000	23.843225955963135	20.5	[185 185 185]	0.25	20
its	500	10000	24.871917247772217	35.5	[339 339 339]	0.25	20
its	500	10000	25.620240688323975	39.5	[246 246 246]	0.25	20
its	500	10000	24.8990478515625	34.0	[484 484 484]	0.25	20
its	500	10000	26.153013467788696	35.5	[ 128 1777 1082  128 1723  128]	0.25	20
